Nombre del Café,Descripción,Tipo de Producto,Tags,Vendor,Handle,Variante,Precio,SKU
Café Llanquihue - Café Osorno Black,"<p>Café aromático, con notas seductoras de jazmín y limoncillo. Café de especialidad, 100% arábico.</p>
<p>Características: </p>
<p>- Origen: Colombia<br>- Región: Caldas<br>- Altura: 1.550 msnm<br>- Proceso: Lavado<br>- Cuerpo: Medio<br>- Varietal: Geisha<br>- Arábico 100%<br>- Puntaje: 85,00<br>- Preparación sugerida: Filtrados (Chemex, V60, Kalita, Aeropress)</p>
<p> </p>",Café,"20%, Cafe, Café en Grano, Café Llanquihue, Café Molido, Colombia, Con Cafeína, Origen, Origen: Colombia, Perfil de sabor: Frutal y/o floral, Todo café, Todos",Café Llanquihue,cafe-osorno-black,Molido / 250,9990,MCMK04013
Café Llanquihue - Café Puntiagudo Black,"<p>Café muy aromático, dulce y frutosidad explosiva. Café de especialidad, 100% arábico.</p>
<p>Características: </p>
<p>- Origen: Colombia<br>- Región: Tolima<br>- Altura: 1.790 msnm<br>- Proceso: Natural<br>- Cuerpo: Cremoso<br>- Varietal: Caturra<br>- Arábico 100%<br>- Puntaje: 87,00<br>- Preparación sugerida: Filtrados (Chemex, V60, Kalita)</p>
<p> </p>",Café,"20%, Cafe, Café en Grano, Café Llanquihue, Café Molido, Colombia, Con Cafeína, Origen, Origen: Colombia, Todo café, Todos",Café Llanquihue,cafe-puntiagudo-black,Grano / 250,13990,MCMK04016
Café Llanquihue - Café Puntiagudo Black,"<p>Café muy aromático, dulce y frutosidad explosiva. Café de especialidad, 100% arábico.</p>
<p>Características: </p>
<p>- Origen: Colombia<br>- Región: Tolima<br>- Altura: 1.790 msnm<br>- Proceso: Natural<br>- Cuerpo: Cremoso<br>- Varietal: Caturra<br>- Arábico 100%<br>- Puntaje: 87,00<br>- Preparación sugerida: Filtrados (Chemex, V60, Kalita)</p>
<p> </p>",Café,"20%, Cafe, Café en Grano, Café Llanquihue, Café Molido, Colombia, Con Cafeína, Origen, Origen: Colombia, Todo café, Todos",Café Llanquihue,cafe-puntiagudo-black,Molido / 250,13990,MCMK04017
Café Llanquihue - Café Puntiagudo Black,"<p>Café muy aromático, dulce y frutosidad explosiva. Café de especialidad, 100% arábico.</p>
<p>Características: </p>
<p>- Origen: Colombia<br>- Región: Tolima<br>- Altura: 1.790 msnm<br>- Proceso: Natural<br>- Cuerpo: Cremoso<br>- Varietal: Caturra<br>- Arábico 100%<br>- Puntaje: 87,00<br>- Preparación sugerida: Filtrados (Chemex, V60, Kalita)</p>
<p> </p>",Café,"20%, Cafe, Café en Grano, Café Llanquihue, Café Molido, Colombia, Con Cafeína, Origen, Origen: Colombia, Todo café, Todos",Café Llanquihue,cafe-puntiagudo-black,Molido / 500,24990,
Café Llanquihue - Café Puntiagudo Organico,"<div>Café limpio con notas acarameladas, achocolatado y toques de moka.  Café de especialidad, 100% arábico.</div>
<p>Característica: </p>
<p>- Origen: Colombia<br>- Región: Tolima<br>- Altura: 1.800 msnm<br>- Proceso: Lavado<br>- Cuerpo: Medio<br>- Varietal: Caturra<br>- Arábico 100%<br>- Puntaje: 84,00</p>
<p> </p>",Café,"20%, Cafe, Café en Grano, Café Llanquihue, Café Molido, Colombia, Con Cafeína, Origen, Origen: Colombia, Perfil de sabor: Acaramelado y/o achocolatado, Todo café, Todos",Café Llanquihue,cafe-puntiagudo-organico,Grano / 250,13990,MCMK04000
Café Llanquihue - Café Puntiagudo Organico,"<div>Café limpio con notas acarameladas, achocolatado y toques de moka.  Café de especialidad, 100% arábico.</div>
<p>Característica: </p>
<p>- Origen: Colombia<br>- Región: Tolima<br>- Altura: 1.800 msnm<br>- Proceso: Lavado<br>- Cuerpo: Medio<br>- Varietal: Caturra<br>- Arábico 100%<br>- Puntaje: 84,00</p>
<p> </p>",Café,"20%, Cafe, Café en Grano, Café Llanquihue, Café Molido, Colombia, Con Cafeína, Origen, Origen: Colombia, Perfil de sabor: Acaramelado y/o achocolatado, Todo café, Todos",Café Llanquihue,cafe-puntiagudo-organico,Molido / 250,13990,MCMK04001
Café Llanquihue - Café Tronador,"<div>Café aromático, limpio, suave, con notas de caramelo y terminación de frutos rojos. Café de especialidad, 100% arábico.</div><p>Característica: </p><p>- Origen: Colombia<br>- Región: Nariño<br>- Puntaje: 86,50<br>- Proceso: Lavado<br>- Cuerpo: Medio<br>- Varietal: Caturra, Borbon<br>- Arábico 100%<br>- Altura: 1.745 msnm</p><script src=""chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js""></script>",Café,"20%, Cafe, Café en Grano, Café Llanquihue, Café Molido, Colombia, Con Cafeína, Origen, Origen: Colombia, Perfil de sabor: Acaramelado y/o achocolatado, Todo café, Todos",Café Llanquihue,cafe-tronador,Grano / 250,13990,MCMK04002
Café Llanquihue - Café Tronador,"<div>Café aromático, limpio, suave, con notas de caramelo y terminación de frutos rojos. Café de especialidad, 100% arábico.</div><p>Característica: </p><p>- Origen: Colombia<br>- Región: Nariño<br>- Puntaje: 86,50<br>- Proceso: Lavado<br>- Cuerpo: Medio<br>- Varietal: Caturra, Borbon<br>- Arábico 100%<br>- Altura: 1.745 msnm</p><script src=""chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js""></script>",Café,"20%, Cafe, Café en Grano, Café Llanquihue, Café Molido, Colombia, Con Cafeína, Origen, Origen: Colombia, Perfil de sabor: Acaramelado y/o achocolatado, Todo café, Todos",Café Llanquihue,cafe-tronador,Molido / 250,13990,MCMK04003
Café Llanquihue - Café Tronador Black,"<p>Café con fragancia cítrica de pomelo y naranjos. Café de especialidad, 100% arábico.</p><p>Características: </p><p>- Origen: Colombia<br>- Región: Nariño<br>- Altura: 1.900 msnm<br>- Proceso: Lavado<br>- Cuerpo: Medio<br>- Varietal: Caturra, Colombia<br>- Arábico 100%<br>- Puntaje: 86,50<br>- Preparación sugerida: Filtrados (Chemex, V60, Kalita)</p><script src=""chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js""></script><script src=""chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js""></script>",Café,"20%, Cafe, Café en Grano, Café Llanquihue, Café Molido, Colombia, Con Cafeína, Origen, Origen: Colombia, Perfil de sabor: Frutal y/o floral, Todo café, Todos",Café Llanquihue,cafe-tronador-black,Grano / 250,14990,MCMK04014
Café Llanquihue - Café Tronador Black,"<p>Café con fragancia cítrica de pomelo y naranjos. Café de especialidad, 100% arábico.</p><p>Características: </p><p>- Origen: Colombia<br>- Región: Nariño<br>- Altura: 1.900 msnm<br>- Proceso: Lavado<br>- Cuerpo: Medio<br>- Varietal: Caturra, Colombia<br>- Arábico 100%<br>- Puntaje: 86,50<br>- Preparación sugerida: Filtrados (Chemex, V60, Kalita)</p><script src=""chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js""></script><script src=""chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js""></script>",Café,"20%, Cafe, Café en Grano, Café Llanquihue, Café Molido, Colombia, Con Cafeína, Origen, Origen: Colombia, Perfil de sabor: Frutal y/o floral, Todo café, Todos",Café Llanquihue,cafe-tronador-black,Molido / 250,14990,MCMK04015
Café Llanquihue - Corcovado Descafeinado,"<div>De fragancia dulce y terminaciones de panela. Café de especialidad, 100% arábico.</div><p>Característica: </p><p>- Origen: Colombia<br>- Región: Tolima<br>- Altura: 1.700 msnm<br>- Proceso: Descafeinado Natural<br>- Cuerpo: Medio<br>- Varietal: Caturra, Castillo<br>- Arábico 100%<br>- Puntaje: 86,75</p><script src=""chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js""></script>",Café,"20%, Cafe, Café en Grano, Café Llanquihue, Café Molido, Colombia, Con Cafeína, Descafeinado, Origen, Origen: Colombia, Perfil de sabor: Acaramelado y/o achocolatado, Todo café, Todos",Café Llanquihue,corcovado-descafeinado,Grano / 250,11990,MCMK04004
Café Llanquihue - Corcovado Descafeinado,"<div>De fragancia dulce y terminaciones de panela. Café de especialidad, 100% arábico.</div><p>Característica: </p><p>- Origen: Colombia<br>- Región: Tolima<br>- Altura: 1.700 msnm<br>- Proceso: Descafeinado Natural<br>- Cuerpo: Medio<br>- Varietal: Caturra, Castillo<br>- Arábico 100%<br>- Puntaje: 86,75</p><script src=""chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js""></script>",Café,"20%, Cafe, Café en Grano, Café Llanquihue, Café Molido, Colombia, Con Cafeína, Descafeinado, Origen, Origen: Colombia, Perfil de sabor: Acaramelado y/o achocolatado, Todo café, Todos",Café Llanquihue,corcovado-descafeinado,Molido / 250,11990,MCMK04005
Café Llanquihue - Mix Drip Coffee 10 Sachet,"<p>Drip Coffee, es nuestra versión de portable de café, que podrás disfrutar en cualquier lugar. Café fresco, recién tostados y en todas las variedades disponible, la caja lleva 10 sachet, de 10gr c/u, el cual sirve para una preparación de 160 ml aproximadamente. Y TODO el envase (caja, bolsa y filtro) son 100% COMPOSTABLES. </p>
<p> </p>",Drip,"20%, Cafe, Café Llanquihue, Con Cafeína, Drip, Todo café, Todos",Café Llanquihue,mix-drip-coffee-10-sachet,Molido,11990,MCMK04018
Café Llanquihue - MUG Térmico 355ML,"<p><meta charset=""utf-8""><meta charset=""utf-8""><span>Mug de acero inoxidable 18/8 de con una capacidad de 355ml para que tú café sea duradero y puedas llevarlo a cualquier aventura. Tiene aislamiento de doble pared para mantener sus bebidas muy calientes o heladas durante horas y tiene una tapa giratoria que es un placer absoluto para beber.</span><br></p>",Tazas,"Accesorios, Tazas y Mugs, Todo Accesorios, Todos",Café Llanquihue,cafe-llanquihue-tazon-de-ceramica-copia,Negro,19990,MCMK04021
Café Llanquihue - Tazón de cerámica,"<p><meta charset=""utf-8""><span>Todo un clásico para que puedas tomar tu café de la mejor manera. Tazón de cerámica con capacidad para 300ML. Color negro mate por fuera, negro brillante por dentro, impresos por dos caras (Ilustración de Volcanes y Café Llanquihue), terminación externa de paredes curvas y por suspuesto PB Free (Libre de Plomo). </span></p>
<p><strong><i>Coleccionables y Edición limitada</i></strong></p>",Tazas,"Accesorios, Tazas y Mugs, Todo Accesorios, Todos",Café Llanquihue,amor-perfecto-tazon-mug-para-cafe-hecho-de-peltre-copia,Negro / Tronador,14990,MCMK04019
Café Llanquihue - Tazón de cerámica,"<p><meta charset=""utf-8""><span>Todo un clásico para que puedas tomar tu café de la mejor manera. Tazón de cerámica con capacidad para 300ML. Color negro mate por fuera, negro brillante por dentro, impresos por dos caras (Ilustración de Volcanes y Café Llanquihue), terminación externa de paredes curvas y por suspuesto PB Free (Libre de Plomo). </span></p>
<p><strong><i>Coleccionables y Edición limitada</i></strong></p>",Tazas,"Accesorios, Tazas y Mugs, Todo Accesorios, Todos",Café Llanquihue,amor-perfecto-tazon-mug-para-cafe-hecho-de-peltre-copia,Negro / Calbuco,14990,MCMK04020
Cafetera Nespresso Inissia,"<p class=""t-md-400-sl pdp-assortments__header"">La cafetera eléctrica<span> </span><strong>Nespresso Inissia</strong><span> </span>combina facilidad de uso y un diseño clásico para crear siempre una taza de café incomparable y de la más alta calidad.</p>",Cafeteras,"Accesorios, Cafeteras, Todo Accesorios, Todos",El Mundo del Café,blackdrop-cafetera-moka-italiana-blackdrop-6-tazas-copia,Negro,129990,EMDC166
Cafetera Saeco New Royal BLK,"<p><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;"">Sumérgete en la innovación con nuestra interfaz capacitiva equipada con iconos foto-realistas, brindándote una experiencia de usuario intuitiva y avanzada.</span><br data-mce-fragment=""1"" style=""box-sizing: inherit; color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><br data-mce-fragment=""1"" style=""box-sizing: inherit; color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;"">Nuestro contenedor de granos de café de 600 gramos asegura una frescura constante en cada taza. Con un grupo de café extraíble, el mantenimiento es rápido y sencillo, manteniendo tu máquina en óptimas condiciones.</span><br data-mce-fragment=""1"" style=""box-sizing: inherit; color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><br data-mce-fragment=""1"" style=""box-sizing: inherit; color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;"">Equipada con muelas cónicas de acero de primera calidad, garantizamos una molienda precisa que resalta los sabores y aromas naturales del café.</span><br data-mce-fragment=""1"" style=""box-sizing: inherit; color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><br data-mce-fragment=""1"" style=""box-sizing: inherit; color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;"">Ajusta el vano de erogación en altura según tus preferencias y disfruta de una salida de agua caliente independiente para una variedad de bebidas.</span><br data-mce-fragment=""1"" style=""box-sizing: inherit; color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><br>Con tecnología de punta, cada taza de café es una experiencia única en sabor y calidad. ¡Haz de cada preparación un momento especial con nuestra máquina de café!<br><br></span><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;"">Características:</span><br></p>
<ul>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Dimensiones: 280 x 398 x 460 mm</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Peso: 10 kilogramos</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Fuente de alimentación: 230 V / 50 Hz</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Poder absorbido :1400 W</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Sistema hidráulico circuito: único</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Salida de agua caliente: independiente</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Suministro de agua tanque: autónomo</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Contenedor de granos de café: 600 gr</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Contenedor de agua: 2,5 litros</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Contenedor de posos de café :18</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Amoladora rebabas de acero cónicas</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Ajuste de molienda manual, 8 niveles</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Ajuste del aroma del café manual, de 6 a 10gr, 7 niveles</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Pre infusión electrónica: sí</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Ajuste de altura del dispensador de café. sí (75-160 mm)</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Pantalla gráfica con iconos y mensajes de texto</span><br></span></li>
</ul>",Cafeteras,"Accesorios, Cafeteras, Todo Accesorios, Todos",Eurovending,cafetera-saeco-new-royal-blk,Default Title,1190000,MCMK07019
Cafetera Saeco New Royal OTC,"<p><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;"">Sumérgete en la innovación con nuestra interfaz capacitiva equipada con iconos foto-realistas, brindándote una experiencia de usuario intuitiva y avanzada.</span><br data-mce-fragment=""1"" style=""box-sizing: inherit; color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><br data-mce-fragment=""1"" style=""box-sizing: inherit; color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;"">Nuestro contenedor de granos de café de 600 gramos asegura una frescura constante en cada taza. Con un grupo de café extraíble, el mantenimiento es rápido y sencillo, manteniendo tu máquina en óptimas condiciones.</span><br data-mce-fragment=""1"" style=""box-sizing: inherit; color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><br data-mce-fragment=""1"" style=""box-sizing: inherit; color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;"">Equipada con muelas cónicas de acero de primera calidad, garantizamos una molienda precisa que resalta los sabores y aromas naturales del café.</span><br data-mce-fragment=""1"" style=""box-sizing: inherit; color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><br data-mce-fragment=""1"" style=""box-sizing: inherit; color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;"">Ajusta el vano de erogación en altura según tus preferencias y disfruta de una salida de agua caliente independiente para una variedad de bebidas.</span><br data-mce-fragment=""1"" style=""box-sizing: inherit; color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><br>Con tecnología de punta, cada taza de café es una experiencia única en sabor y calidad. ¡Haz de cada preparación un momento especial con nuestra máquina de café!<br><br></span><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;"">Características:</span><br></p>
<ul>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Dimensiones: 280 x 398 x 460 mm</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Peso: 10 kilogramos</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Fuente de alimentación: 230 V / 50 Hz</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Poder absorbido :1400 W</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Sistema hidráulico circuito: único</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Salida de agua caliente: independiente</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Suministro de agua tanque: autónomo</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Contenedor de granos de café: 600 gr</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Contenedor de agua: 2,5 litros</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Contenedor de posos de café :18</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Amoladora rebabas de acero cónicas</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Ajuste de molienda manual, 8 niveles</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Ajuste del aroma del café manual, de 6 a 10gr, 7 niveles</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Pre infusión electrónica: sí</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Ajuste de altura del dispensador de café. sí (75-160 mm)</span></span></li>
<li><span style=""color: #1d1b33; font-family: Muli, sans-serif; font-size: 15px;""><span style=""color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 14px;"">Pantalla gráfica con iconos y mensajes de texto</span><br></span></li>
</ul>",Cafeteras,"Accesorios, Cafeteras, Todo Accesorios, Todos",Eurovending,cafetera-saeco-new-royal-otc,Default Title,1390000,MCMK07018
Caffe Vernazza - Café Donatella La Dolce,"<p>Caffè Vernazza. Sapori sublimi, aromi del Mediterraneo.</p><p>Exquisito café Arábica, distinguido por su cuerpo medio y sabor dulce y equilibrado. Con notas de caramelo, avellana, durazno y toques de chocolate.</p><p>Características:</p><p>Nespresso compatibles</p><p>Acidez: 5 de 12<br>Cuerpo: 6 de 12<br>lntensidad: 7 de 12<br>Tueste: Medio Oscuro</p><p> </p>",Café en Cápsula,"Cafe, Capsula, Con Cafeína, Todo café, Todos",Mercado del Café,caffe-vernazza-cafe-donatella-la-dolce,100 Capsulas,53990,MCMK00524
Caffe Vernazza - Café Italo L'Intenso,"<p>Caffè Vernazza. Sapori sublimi, aromi del Mediterraneo.</p><p>Un espectacular café gourmet, intenso gracias a su alta tostación, con cuerpo medio-alto. Con notas de chocolate, avellana, frutos rojos y caramelo que se unen para crear la taza de café perfecta.</p><p>Características:</p><p>Nespresso compatibles</p><p>Acidez: 3 de 12<br>Cuerpo: 9 de 12<br>Intensidad: 10 de 12<br>Tueste: Medio Oscuro</p><p> </p>",Café en Cápsula,"Cafe, Capsula, Con Cafeína, Todo café, Todos",Mercado del Café,caffe-vernazza-cafe-italo-lintenso,100 Capsulas,53990,MCMK00522
Caffe Vernazza - Café Luigi Il Lungo,"<p>Caffè Vernazza. Sapori sublimi, aromi del Mediterraneo.</p><p>Un café fuerte e intenso, perfecto para un café largo. Su sabor ahumado y a cacao, con notas de frutos secos y albaricoque, te llevará a experimentar la tradición del verdadero espresso italiano en casa.</p><p>Características:</p><p>Nespresso compatibles</p><p>Acidez: 2 de 12<br>Cuerpo: 10 de 12<br>Intensidad: 12 de 12<br>Tueste: Medio Oscuro</p><p> </p>",Café en Cápsula,"Cafe, Capsula, Con Cafeína, Todo café, Todos",Mercado del Café,caffe-vernazza-cafe-luigi-il-lungo,100 Capsulas,53990,MCMK00523
Caffe Vernazza - x4 Francesco il Forte Grano 500g - 2 kilos,"<div>Caffè Vernazza. Sapori sublimi, aromi del Mediterraneo.</div><div></div><div>Un increíble café intenso y equilibrado, con cuerpo elevado, notas de chocolate, de frutos secos y de caramelo tostado. Una experiencia robusta, pero a la vez muy refinada. Despertará todos tus sentidos.</div>",Café,"Cafe, Café en Grano, Con Cafeína, Todo café, Todos",Mercado del Café,caffe-vernazza-x4-francesco-il-forte-grano-500g-2-kilos,Default Title,84990,MCMK00532
Caffe Vernazza - x4 Specialita di Salvatore Grano 500g - 2 kilos,"<div>
<div>Caffè Vernazza. Sapori sublimi, aromi del Mediterraneo.</div>
<div></div>
<div>Un café premium de tostación medio-alta, con cuerpo y sabores equilibrados. Con agradables notas de chocolate, caramelo, cereza y frutos rojos. Una combinación de granos única e inolvidable.</div>
</div><div></div>",Café,"Cafe, Café en Grano, Con Cafeína, Todo café, Todos",Mercado del Café,caffe-vernazza-x4-specialita-di-salvatore-grano-500g-2-kilos,Default Title,99990,MCMK00533
Caffe Vernazza - x8 Francesco il Forte Molido 250g - 2 kilos,"<div>Caffè Vernazza. Sapori sublimi, aromi del Mediterraneo.</div><div></div><div>Un increíble café intenso y equilibrado, con cuerpo elevado, notas de chocolate, de frutos secos y de caramelo tostado. Una experiencia robusta, pero a la vez muy refinada. Despertará todos tus sentidos.</div>",Café,"Cafe, Café Molido, Con Cafeína, Todo café, Todos",Mercado del Café,caffe-vernazza-x8-francesco-il-forte-molido-250g-2-kilos,Default Title,84990,MCMK00534
Caffe Vernazza - x8 Specialita di Salvatore Grano 250g - 2 kilos,"<div>Caffè Vernazza. Sapori sublimi, aromi del Mediterraneo.</div><div></div><div>Un café premium de tostación medio-alta, con cuerpo y sabores equilibrados. Con agradables notas de chocolate, caramelo, cereza y frutos rojos. Una combinación de granos única e inolvidable.</div>",Café,"Cafe, Café en Grano, Con Cafeína, Todo café, Todos",Mercado del Café,caffe-vernazza-x8-specialita-di-salvatore-grano-250g-2-kilos,Default Title,99990,MCMK00535
Caja Vino y se fue,"<p><strong>Caja Vino y se fue</strong><br></p>
<p>¡Las Fiestas Patrias se celebran mejor con nuestro Pack vino y se fue!</p>
<p>Este año, parte tu celebración con una botella de Vino Santa Ema Gran Reserva Carmenere y recupera tu energía con una bolsa de nuestro delicioso Café Artisan Vinte.<br></p>
<p>¿Qué incluye tu pack?<br><strong>•  1 Botella de Vino Santa Ema Gran Reserva Carmenere 750 ml:</strong> Ideal para brindar con los que más quieres.<br><strong>•  1 Bolsa de Café Cultura Campanha 250 grs:</strong> Perfecta para comenzar tus mañanas de fiesta con energía renovada.</p>
<p>Aprovecha esta fórmula perfecta para disfrutar y compartir durante estas fiestas.</p>
<p>¡Stock limitado!</p>",Pack,"40%, Cafe, Café en Grano, Café Molido, caja, Con Cafeína, Pack, Todo café, Todos",El Mundo del Café,caja-vino-y-se-fue,Molido,19990,EMDC098
